nomor_memo_dinas,bulan_masuk,tahun_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
2533/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2414,"Sampoerna Telekomunikasi Indonesia, PT.",Yagi Antenna,Ledmate / LM-Y450-12,Ledmate,China, 
2534/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2510,Cisco Systems Inc.,"Wireless 802,11 abgn/ac Access Pont","Wireless 802,11 abgn/ac Meraki MR 34","Wireless 802,11 abgn",Taiwan, 
2535/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2521,"Ruckus Wireless, Inc.",Access Point,Ruckus Wireless / ZoneFlex 7762,Ruckus Wireless,Taiwan, 
2536/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2532,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP3702E-UXk9,Cisco,China, 
2537/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2533,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP3702I-UXK9,Cisco,China, 
2538/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2537,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP2602E-xk9,Cisco,China, 
2539/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2542,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco /AIR-SAP7021-F-K9,Cisco,China, 
2540/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2364,"Quarterindo Maju Jaya, PT.",Handy Talky,BERLIN,BERLIN,China, 
2541/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2372,"Huawei Tech Investment, PT.",3G Tablet,"Huawei / &D-503L (Huawu MediaPad X1,7,0)",HUAWEI,China, 
2542/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2382,"Apple South Asia Pte, Ltd.",iPhone,Apple / A1524,Apple,China, 
2543/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2399,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A80C,EVERCOSS,China, 
2544/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2463,"Hewlett-Packard Indonesia, PT.",WLAN Access Point,"hp / HP 560 802,11ac Dual Radio Access Poit WW (MRLBB-1304)",hp,China, 
2545/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2515,"Y Soft Corporation,a.s.",Ultralight P&C MultiReader HF,Y Soft SafeQ / ML01087,Y Soft SafeQ,Czech Republic, 
2546/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,1909,"Alpha Dunia Online, PT.",Tablet PC,ALDO / T7Q,ALDO,China, 
2547/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2383,"Apple South Asia Pte, Ltd.",iPhone,Apple / A1586,Apple,China, 
2548/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2392,"Huawei Tech Investment, PT.",Smartphone,HUAWEI / H60-L04,HUAWEI,China, 
2549/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2516,"SFI Technology, PT.",Mouse,Micropack / MP-709G,Micropack,China, 
2550/SPRHU/BBPPT/X/2014,Oktober,2014,13-Oct-14,2014-10-13,2517,"SFI Technology, PT.",Wireless Mobile Presenter,Micropack / WPM-01 NEW,Micropack,China, 
2551/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,1564,"Erajaya Swasembada, Tbk., PT",Telepon Selular,Venera / Venera 722,Venera,China, 
2552/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2417,"Huawei Tech Investment, PT.",Firewall,HUAWEI / Secospace USG6390,HUAWEI,China, 
2553/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2418,"KRESNA ADIKARSA, PT.",Radar,"Japan Radio Co., Ltd (JRC) / JMA-5312/6","Japan Radio Co., Ltd (JRC)",Japan, 
2554/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2248,"Samsung Electronics Indonesia, PT.",Telepon Selular,SAMSUNG / SM-A300H,SAMSUNG,Vietnam, 
2555/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2385,Asustek Computer Inc.,Notebook PC,ASUS / G550J,ASUS,China, 
2556/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2386,"WAHGO INTERNATIONAL, PT.",vhf Digital & Mobile Radios,KENWOOD / NX-700 (136-174MHz),KENWOOD,Singapore, 
2557/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2477,"LENOVO INDONESIA, PT.","2,4 GHz USB Transceiver",lenovo / C-U0010,Lenovo,China, 
2558/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2514,"Y Soft Corporation,a.s.",FX EPA Card reader ASK FSK,Y Soft SafeQ / MUX2016,Y Soft SafeQ,Czech Republic, 
2559/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2543,"V2 INDONESIA, PT.",Bluetooth Speaker,Nakamichi / my mini BT NBS2N,Nakamichi,China, 
2560/SPRHU/BBPPT/X/2014,Oktober,2014,14-Oct-14,2014-10-14,2544,"V2 INDONESIA, PT.",Bluetooth Speaker,Nakamichi / NBS7,Nakamichi,China, 
2561/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2003,"MLW Telecom, PT.",Komputer Tablet,SpeedUp / TA-737,SPEEDUP,China, 
2562/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2269,"Dassaga Komunikasi, PT.",DCS Fiber Optical Repeater Remote Unit,CenRF / DCS Fiber Optical Repeater Remote Unit,CenRF,China, 
2563/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2274,"Dassaga Komunikasi, PT.",DCS Fiber Optical Repeater Master Unit,CenRF / DCS Fiber Optical Repeater Master Unit,CenRF,China, 
2564/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2390,"KRESNA ADIKARSA, PT.",Automatic Identification System (AIS),"JAPAN Radio co.,Ltd (JRC)/ JHS-183 (NTE-183/NCM-983)","JAPAN Radio co.,Ltd (JRC)",Japan, 
2565/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2421,"ALSSA CORPORINDO, PT.",Radio Trunking,SAMHOO / SPH6040,SAMHOO,China, 
2566/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2422,"ALSSA CORPORINDO, PT.",Radio Trunking,TAIT / TM9300,TAIT,New Zealand, 
2567/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2431,"McConnell Dowell Indonesia, PT.",Alphanumeric Pager,CommtechWireless / BR802,CommtechWireless,China, 
2568/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2432,"ALSSA CORPORINDO, PT.",Radio Trunking,TAIT / TP9300 IS,TAIT,New Zealand, 
2569/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-15,2433,"ALSSA CORPORINDO, PT.",Repeater/Base Station,TAIT / TP9300,TAIT,New Zealand, 
2570/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-17,2375,"MOBILKOM TELEKOMINDO, PT.",Portable Radio,Hytera / PD788G,Hytera,China, 
2571/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-17,2451,"GALVA TECHNOLOGIES, PT.",Multi-Function Printer,lexmarK / MX811DFE,Lexmark,China, 
2572/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-17,2455,"Perdana Jatiputra, PT.",Multi-Function Printer,Konica MINOLTA / Bizhub 4020,KONICA MINOLTA,China, 
2573/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-17,2456,"Perdana Jatiputra, PT.",fax IT,KONICA MINOLTA / FK-512,KONICA MINOLTA,Thailand, 
2574/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-17,2497,"Aneka Infokom Tekindo, PT.",Mesin Fotocopy,Toshiba / E-studio 306LP,TOSHIBA,China, 
2575/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-17,2525,"Datascrip, PT.",Printer Multifungsi,Canon / K10415,Canon,Vietnam, 
2576/SPRHU/BBPPT/X/2014,Oktober,2014,15-Oct-14,2014-10-17,2526,"Datascrip, PT.",Printer Multifungsi,Canon / K10416,Canon,Vietnam, 
2577/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,1322,"Alpha Dunia Online, PT.",Tablet PC,ALDO / T70D,ALDO,China, 
2578/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2033,"Arga Mas Lestari, PT.",Telepon Selular,ADVAN / S45A 4511,ADVAN,China, 
2579/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2202,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A54A,EVERCOSS,China, 
2580/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2400,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS /A75C,EVERCOSS,China, 
2581/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2401,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS /A74E,EVERCOSS,China, 
2582/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2405,"Arga Mas Lestari, PT.",Telepon Selular,ADVAN / Q7A Plus,ADVAN,China, 
2583/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2407,"Arga Mas Lestari, PT.",Telepon Selular,ADVAN / S5E Core,ADVAN,China, 
2584/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2412,"FUTARI MECCA UTAMA, PT.",FIXED WIRELESS TELEPHONE,Matrix Telepohone / SIMADO GFXD1111S,Matrix Telepohone,India, 
2585/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2416,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A75,EVERCOSS,China, 
2586/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2408,"Shambala Himalaya Persada, PT.",Telepon Selular,N:G / G 1,N:G,China, 
2587/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2409,"Shambala Himalaya Persada, PT.",Telepon Selular,STRWABERRY / S 5,STRWABERRY,China, 
2588/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2461,"HARTONO ISTANA TEKNOLOGI, PT.",Telepon Selular,Polytron / C245,Polytron,Indonesia, 
2589/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2568,"BUMI MITRA SEJAHTERA, PT.",Bluetooth Speaker Active,GMC ? 887F,GMC ? 887F,Indonesia, 
2590/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2569,"BUMI MITRA SEJAHTERA, PT.",Bluetooth Speaker Active,GMC / 885T,GMC,Indonesia, 
2591/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2571,Asustek Computer Inc.,Notebook PC,ASUS / B451J,ASUS,China, 
2592/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2377,"Alpha Inti Technology, PT.",Fixed Wireless Terminal,Cellbox / CX1000,Cellbox,China, 
2593/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2439,"KRESNA ADIKARSA, PT.",Radar,"Japan Radio Cp.,Ltd (JRC) / JMA-5322-7","Japan Radio Cp.,Ltd (JRC)",Japan, 
2594/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2539,"HARTONO ISTANA TEKNOLOGI, PT.",AMPLITEATER RUMAHAN,Polytron / BB5210,Polytron,Indonesia, 
2595/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2540,"HARTONO ISTANA TEKNOLOGI, PT.",AMPLITEATER RUMAHAN,Polytron / BB5510,Polytron,Indonesia, 
2596/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2559,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP1602I-UXK9,Cisco,China, 
2597/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2560,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP1532E-UXK9,Cisco,China, 
2598/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2561,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP1602E-UXK9,Cisco,China, 
2699/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2580,"FUJIFILM INDONESIA, PT.",Digital Camera,Fujifilm / X100T,FUJIFILM,Japan, 
2600/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2601,"BUMI MITRA SEJAHTERA, PT.",Bluetooth Speaker Active,GMC / 885S-HOST,GMC,Indonesia, 
2601/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2604,PT. Central Cipta Kemakmuran,X6 Portable Bluetooth Speaker Stream,Auluxe Bi / X6,Auluxe Bi,China, 
2602/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2606,"TRANSAVIA OTOMASI PRATAMA, PT.",Wireless Modem,Radiolinx / RLX2-IHG,Radiolinx,United States, 
2603/SPRHU/BBPPT/X/2014,Oktober,2014,16-Oct-14,2014-10-17,2607,"TRANSAVIA OTOMASI PRATAMA, PT.",Wireless Modem,RADIOLINX / RLX2-IFH24E,Radiolinx,United States, 
2604/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2176,"Huawei Tech Investment, PT.",Switch,Huawei / Ce12812,HUAWEI,China, 
2605/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2188,"Huawei Tech Investment, PT.",Switch,Huawei / CE681-48S4Q-EI,HUAWEI,China, 
2606/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2199,"Shambala Himalaya Persada, PT.",Telepon Selular,X COM / 520,X COM,China, 
2607/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2330,"Sinar Bintang Nusantara, PT.",Telepon Selular,GOSCO,GOSCO,Indonesia, 
2608/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2337,"Icherry Selular Indonesia, PT.",Telepon Selular,I CHERRY,I CHERRY,China, 
2609/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2430,"Arga Mas Lestari, PT.",Telepon Selular,ADVAN / S5X=5500,ADVAN,China, 
2610/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2520,"Cisco Technologies Indonesia, PT.",Ethernet Switch,Cisco / WS-C3650-24PS,Cisco,China, 
2611/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,1763,"Dwi Utama Perkasa, PT.",Tablet PC,MAXTRON / M7T,MAXTRON,China, 
2612/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2152,Continental Automotive GmbH,Shor Range Device,Continental / Keyless Vehicle Module KVM / KR586013500,Continental,Czech Republic, 
2613/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2153,Continental Automotive GmbH,Shor Range Device,Continental / Remote Keyless Entry Transmitter / KR5876268,Continental,Czech Republic, 
2614/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2443,"Mitra Retail., CV.",Portable Bluetooth Speaker,WELLCOMM / Nyne TT,WELLCOMM,China, 
2615/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2466,"Samsung Electronics Indonesia, PT.",Large Format Display,Samsung / LH48DMDPLGC/XD,SAMSUNG,China, 
2616/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2480,"Sinar Global Solusindo, PT.",Bluetooth,ROMAN / Q2,ROMAN,China, 
2617/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2487,Panasonic Corporation,Key-free ECU,Daihatsu / EMU460704,Daihatsu,Japan, 
2618/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2488,Panasonic Corporation,Key-free FOB,Daihatsu / EMU460111,Daihatsu,Japan, 
2619/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2491,"ALSSA CORPORINDO, PT.",KOMUNIKASI RADIO,M3 / M3-620,M3,China, 
2620/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2493,"MNC SKY VISION, Tbk., PT.",LNB,PESI / SKUL26S+Ku LNB,PESI,China, 
2621/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2504,"Epson Indonesia, PT.",PROYECTOR,EPSON / EB-1430Wi,EPSON,China, 
2622/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2524,"Sentra Electrindo Sentosa, PT.",Digital Camera,CASIO / EX-TR50,CASIO,Japan, 
2623/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2605,PT. Central Cipta Kemakmuran,X3 Portable Bluetooth Speaker Jello,Auluxe Bi/ X3,Auluxe Bi,China, 
2624/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2136,"Huawei Tech Investment, PT.",WIFI,HUAWEI / AC6005-8-PWR,HUAWEI,China, 
2625/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2388,"Trijata Nusa (Tritanu), PT.",Mesin Printer Multifungsi,Lexmark / MX-410de,Lexmark,China, 
2626/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2467,Continental Automotive GmbH,Keyless Entry System with Radio Frequency Transmitter,Continental / A2C91227100,Continental,Czech Republic, 
2627/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2481,"LENOVO INDONESIA, PT.",2.4 GHz Cordless Mouse,lenovo / M-R0038,Lenovo,China, 
2628/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2522,"MAGINET INDONESIA, PT.",Internet Gateway,NOMADIX / AG 5800,NOMADIX,Taiwan, 
2629/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2530,PT. Pelangimas Indonesia,Motorcycle Bluetooth Speaker,SENA / DUAL 20S,SENA,"Korea, Republic of", 
2630/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2598,"Edimax Teknologi Indonesia, PT.",Smart Plug Switch with power mater,EDIMAX / SP-2101W,EDIMAX,China, 
2631/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2613,PT. Graha Eka Cipta,Keyboard Bluetooth ,Letaec / :T-1200,LeTaec,China, 
2632/SPRHU/BBPPT/X/2014,Oktober,2014,17-Oct-14,2014-10-20,2616,Parrot,Headset Wireless,"Parrot / Parrot Zik 2,0",Parrot,France, 
2633/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2181,"Huawei Tech Investment, PT.",Switch,Huawei / CE12804,HUAWEI,China, 
2634/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2189,"Huawei Tech Investment, PT.",Switch,Huawei / CE12816,HUAWEI,China, 
2635/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2447,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A34,EVERCOSS,China, 
2636/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2499,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A33B,EVERCOSS,China, 
2637/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2462,"INDONESIA OPPO ELECTRONICS, PT.",Smartphone,OPPO / R8106,OPPO,China, 
2638/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2464,"Aries Indo Global, PT.",Tablet PC,EVERCOSS / AT10,EVERCOSS,China, 
2639/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2465,"Arga Mas Lestari, PT.",Telepon Selular,ADVAN / S6A 6018,ADVAN,China, 
2640/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2482,"Sinar Bintang Nusantara, PT.",Telepon Selular,GOSCO / FG1812,GOSCO,Indonesia, 
2641/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2490,"Mitra Retail., CV.",Bluetooth Headset,Plantronics / backBeat FIT,Plantronics,China, 
2642/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2527,"Samsung Electronics Indonesia, PT.",Large Format Display,Samsung / LH46UEDPLGC/XD,SAMSUNG,China, 
2643/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2534,Delphi Deutschland GmbH,Remote Keyless Entry Transceiver 434 MHz,Delphi / 020000008,Delphi,Germany, 
2644/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2591,GoPro Inc.,Smart Remote,GoPro / RMMW2,GoPro,China, 
2645/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2593,"Sarana Kencana Mulya, PT.",Tablet,Polytron / T2800,Polytron,China, 
2646/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2449,"Aries Indo Global, PT.",Tablet PC,EVERCOSS / AT1A SLIM,EVERCOSS,China, 
2647/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,1915,"Huawei Tech Investment, PT.",Mobile Wifi,Huawei / E5730s-2,HUAWEI,China, 
2648/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2177,"Huawei Tech Investment, PT.",Switch,HUAWEI / S12708,HUAWEI,China, 
2649/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2180,"Huawei Tech Investment, PT.",Switch,HUAWEI / S12712,HUAWEI,China, 
2650/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2362,"HARIFF DAYA TUNGGAL ENGINEERING, PT.","Broadband Wire;ess Access Base Station 3,3 GHz Indoor",HiMAX331,HiMAX331,Indonesia, 
2651/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2363,"HARIFF DAYA TUNGGAL ENGINEERING, PT.","Broadband Wire;ess Access Base Station 3,3 GHz",HiMAX332,HiMAX331,Indonesia, 
2652/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2437,"Samsung Electronics Indonesia, PT.",Large Format Display,Samsung / LHD40DMDPLGC/XD,SAMSUNG,China, 
2653/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2438,"Samsung Electronics Indonesia, PT.",Large Format Display,Samsung / LH22DBDPLGC/XD,SAMSUNG,Mexico, 
2654/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2496,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A75L,EVERCOSS,China, 
2655/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-21,2498,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A74L,EVERCOSS,Hongkong, 
2656/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-22,2619,Sony Mobile Communications AB,Bluetooth Accesories,SONY / Bluetooth Speaker BSP10,SONY,China, 
2657/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-22,2623,"Mitra Retail., CV.",Bluetooth Portable NFC Speaker,"RAPOO / A, 600",RAPOO,China, 
2658/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-22,2624,"Mitra Retail., CV.",Bluetooth MINI NFC Speaker,RAPOO / A.800,RAPOO,China, 
2659/SPRHU/BBPPT/X/2014,Oktober,2014,21-Oct-14,2014-10-22,2628,"Astra Graphia, Tbk., PT.",MULTIFUNGSI,Fuji Xerox / DocuCentre-iIV C2265 N,Fuji Xerox,China, 
2660/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,1559,Gplink,GPLink Vessel Remote Monitoring System,GPLink / KTW,GPLink,United States, 
2661/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2036,"Prolink Intidata Nusantara, PT.",Wireless Access Point,Prolink / PHA1010,Prolink,Taiwan, 
2662/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2077,Cisco Systems Inc.,"Wireless 802,11 abgn AP",Cisco / MR26-HW,Cisco,Taiwan, 
2663/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2091,"Berca Cakra Teknologi, PT.",wireless N300 High Power Access Point,Tenda / WH 302 A,Tenda,China, 
2664/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2511,HBC radiomatic GmbH,Radio remote control system,HBC / 503 spectrum,HBC,Germany, 
2665/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2541,"MLW Telecom, PT.",Smartwatch,SpeedUp / SW-2,SPEEDUP,China, 
2666/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2546,"NIAGA BUANA INDONESIA, PT.",Radio TETRA Mobile radio (RIG),SEPURA / SRG 3900,SEPURA,United Kingdom, 
2667/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2547,"NIAGA BUANA INDONESIA, PT.","Radio \TETRA Hand Portable\"" (HT)""",SEPURA / STP 9238,SEPURA,United Kingdom, 
2668/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2566,"Versakom Indonesia, PT.",uhf Handy Talky,Vertex Standart / VX-417 (frq. 350-390 MHz),Vertex Standard,Japan, 
2669/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2588,Continental Automotive GmbH,Hands Free System (Remote keyless Entry Keyfob),Renault / BCM_CMF1_01,RENAULT,Mexico, 
2670/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2589,Continental Automotive GmbH,Hands Free System (Remote keyless Entry Keyfob), ,-,Mexico, 
2671/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2639,"MANNA AUDIO, PT",Bluetooth Speaker,BOSE / SoundLink III,BOSE,Mexico, 
2672/SPRHU/BBPPT/X/2014,Oktober,2014,22-Oct-14,2014-10-22,2640,"MANNA AUDIO, PT",Bluetooth Speaker,BOSE / Soundlink Mini,BOSE,Malaysia, 
