no,nomor_memo_dinas,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,negara_pembuat,keterangan
109,1851/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1798,PT. Motorola Indonesia,Pesawat Telepon Selular,Motorola / Motorola A853 Quad Band,China,
110,1852/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1799,PT. Mikro Teknologi Indonesia,Pesawat Telepon Selular,TAXCO / GSM-GSM-Bluetooth-WIFI/VX8,China,
111,1853/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1801,PT. Sarindo Nusa Pratama,Pesawat Telepon Selular,D-One / DG-768 (GSM900/1800/1900 MHz),China,
112,1854/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1808,"Plantronics, Inc.",DECT Phone,Plantronics / WO100/A Savi Office,United States,
113,1855/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1809,"Plantronics, Inc.",DECT Phone,Plantronics / WO200/A Savi Office,United States,
114,1856/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1661,Rosemount Inc.,Wireless Adapter,Rosemount / 775 Smart Wireless THUMAdapter,United States,
115,1857/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1759,PT. Metrotech Jaya Komunika,PESAWAT TELEPON SELULAR,NEXIAN / NX-D980,China,
116,1858/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1797,PT. Ampnet Mega Pacific,Modem Selular,CISCOM / HSDPA 3.5G USB Modem 7.2 Mbps/H3G-USB-L3,China,
117,1859/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1653,"ComWorks Indonesia, PT.",PESAWAT TELEPON SELULAR,eTOUCH / 606PRO,China,
118,1860/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1734,PT. Radio Mandiri Utama,Pemancar Radio Siaran,R.V.R / VJ1000HP,Italy,
119,1861/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1828,PT. Cisco Systems Indonesia,Wireless LAN,Linksys by Cisco / WAG120N Wireless-N Home ADSL+ Modem Router / WAG120N (EN),China,
120,1862/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1723,PT. Hewlett-Packard Indonesia,Wireless LAN,hp / Procurve M110 Access Point / MRLBB-0905,China,
121,1863/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1593,PT. Duta Televisi Indonesia,Pemancar TV,DB / MD-3000,Italy,
122,1864/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1850,PT. Datascrip,PRINTER MULTIFUNGSI,CANON / PIXMA MP648,Thailand,
123,1865/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1851,PT. Datascrip,PRINTER MULTIFUNGSI,CANON / PIXMA MP568,Thailand,
124,1866/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1852,"PT. Astra Graphia, Tbk.",Mesin Multifungsi,Fuji Xerox / DocuCentre-IV C2270,China,
125,1867/SPRHU/BBPPT/XI/09,2009-11-17,2009-11-19,1725,"Clarion Co., Ltd.",Bluetooth,Clarion / Bluetooth USB/MP3/WMA/AAC RECEIVER / FZ709A,Malaysia,
126,1868/SPRHU/BBPPT/XI/09,2009-11-17,2009-11-19,1756,PT. Multinet Telemedia,VSAT Antenna,HUAXIN / 1.8m Offset VSATAntenna,China,
127,1669/SPRHU/BBPPT/XI/09,2009-11-17,2009-11-19,1804,PT. Dwi Utama Perkasa,Pesawat Telepon Selular,MAXTRON / MG 113,China,
128,1870/SPRHU/BBPPT/XI/09,2009-11-17,2009-11-19,1806,PT. Maju Express Indonesia,Pesawat Telepon Selular,MITO / 8300,China,
129,1871/SPRHU/BBPPT/XI/09,2009-11-17,2009-11-19,1807,PT. Maju Express Indonesia,Pesawat Telepon Selular,MITO / 8200,China,
130,1872/SPRHU/BBPPT/XI/09,2009-11-17,2009-11-19,1818,PT. Perdana Sinar Prestasi,Modem Selular,Digilink / USB Wireless 3G / WT-881,China,
131,1873/SPRHU/BBPPT/XI/09,2009-11-17,2009-11-19,1823,PT. Mirusa Graha,Two Way Radio,ICOM / VHF FM Transceiver / IC-V85,Japan,
132,1874/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1555,PT. Cisco Systems Indonesia,Wireless LAN,Cisco Systems / Cisco Aironet 1520 Series Lightweight Outdoor Access Points,United States,
133,1875/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1712,"Atheros Communications, Inc.",Bluetooth + WLAN,Atheros / AR5B195/802.11n-BT Combo Half Mini Card,United States,
134,1876/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1721,3Com Corporation,Ethernet Hub,3Com / 3Com 3105 Attendant Console / 3C10405B,China,
135,1877/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1742,Broadcom Corporation,Wireless LAN,"Broadcom / 802,11a/g/Draft 802,11n WLAN PCI-E Mini Card/BCM94313HMG2L",China,
136,1878/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1837,PT. Madya Utama Expresindo,Pesawat Telepon Selular,ACER / E200,China,
137,1879/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1838,PT. Madya Utama Expresindo,Pesawat Telepon Selular,ACER / S200,China,
138,1880/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1841,PT. Duta Sarana Sukses,Pesawat Telepon Selular,GSTAR / Dual SIM GSM-GSM / 333,China,
139,1881/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1842,PT. Duta Sarana Sukses,Pesawat Telepon selular,VODASTAR / Dual SIM GSM-GSM / V899,China,
140,1882/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1796,PT. Haier Telecom Indonesia,Modem Selular,Haier / USB Modem HSDPA / WM220,China,
141,1883/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1522,PT. Bali Ranadha Televisi,Pemancar TV,PLISCH / SF IV/V 5000UE 3055,Germany,
142,1884/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-24,1669,CV. Aego Indonesia,MODEM SELULAR,AEGO / S01 3.5G,China,
143,1885/SPRHU/BBPPT/XI/09,2009-11-19,2009-11-20,1781,"Jing Mold Electronics Technology (Shen Zhen) Co., Ltd.",Bluetooth,Lenovo / LXH-JME8002B,China,
144,1886/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-23,1761,PT. Cisco Systems Indonesia,IP PHONE,Cisco Systems / CP-7945G,United States,
145,1887/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-23,1762,PT. Cisco Systems Indonesia,IP PHONE,Cisco Systems / CP-7937G,United States,
146,1888/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-23,1765,PT. Cisco Systems Indonesia,IP PHONE,Cisco Systems / CP-7911G,United States,
147,1889/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-23,1768,PT. Cisco Systems Indonesia,IP PHONE,Cisco Systems / CP-7906G,United States,
148,1890/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-23,1776,PT. Cisco Systems Indonesia,IP Phone,Cisco Systems / CP-7941G,United States,
149,1891/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-23,1777,PT. Cisco Systems Indonesia,IP Phone,Cisco / Systems / CP-7940G,United States,
150,1892/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-23,1779,PT. Cisco Systems Indonesia,IP Phone,Cisco Systems / CP-7970G,United States,
151,1893/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1794,"Atheros Communications, Inc.",Bluetooth,Atheros / Bluetooth USB Module / AR5BBU12,United States,
152,1894/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1817,PT. K-Touch Indonesia,Pesawat Telepon Selular,K-Touch / H899 (GSM 900 MHz/1800 MHz),China,
153,1895/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1844,Research In Motion Limited,Pesawat Telepon Selular,BlackBerry 9520 / Smartphone Wireless Handheld/RCP51UW,Mexico,
154,1896/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1845,Research In Motion Limited,Pesawat Telepon Selular,BlackBerry 9520 / Smartphone Wireless Handheld/RCP51UW,Hungary,
155,1897/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1846,Research In Motion Limited,Pesawat Telepon Selular,BlackBerry 9520 / Smartphone Wireless Handheld/RCP51UW,Canada,
156,1898/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1847,Research In Motion Limited,Pesawat Telepon Selular,BlackBerry 9520 / Smartphone Wireless Handheld/RCP51UW,Czech Republic,
157,1899/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1848,PT. Madya Utama Expresindo,Pesawat Telepon Selular,ACER / E101,China,
158,1900/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1865,PT. Procell Indonesia,Pesawat Telepon Selular,Beyond / B 8520 (PD-29),China,
159,1901/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1866,PT. Procell Indonesia,Pesawat Telepon Selular,Beyond / B 72 (HS-53),China,
160,1902/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1867,PT. Procell Indonesia,Pesawat Telepon Selular,Beyond / B 9000 (PD-50),China,
161,1903/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1868,PT. Telenet Citra Nusantara,Pesawat Telepon Selular,MOTOROLA / Motorola A3100,China,
162,1904/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1869,PT. Sinar Jaya Sukses Mandiri,Pesawat Telepon Selular,HT Mobile / GSM+GSM / A31,China,
163,1905/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1881,PT. Tiphone Mobile Indonesia,Pesawat Telepon Selular,"TiPhone / T18, GSM900/DCS1800MHz",China,
164,1906/SPRHU/BBPPT/XI/09,2009-11-20,2009-11-24,1766,PT. Cisco Systems Indonesia,IP PHONE,Cisco Systems / CP-7931G,United States,
165,1907/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1760,PT. Cisco Systems Indonesia,IP PHONE,Cisco Systems / CP-7962G,United States,
166,1908/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1778,PT. Cisco Systems Indonesia,IP Phone,Cisco Systems / CP-7961G,United States,
167,1909/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1780,"Jing Mold Electronics Technology (Shen Zhen) Co., Ltd.",Bluetooth,Lenovo / LXH-JME2069B,China,
168,1910/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1870,PT. ComWorks Indonesia,Pesawat Telepon Selular,eTOUCH / 505 Pro,China,
169,1911/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1872,PT. Pusara Indo Prima,Pesawat Telepon Selular,RedBerry / 9000,China,
170,1912/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1884,PT. Madya Utama Expresindo,Pesawat Telepon Selular,"Gvon / Gvon 919, Dual Band (GSM-GSM 900/1800 MHz)",China,
171,1913/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1882,PT. Dynatama Internusa,Pesawat Telepon Selular,TITAN / Q95/GSM-GSM/Quad Band 850/900/1800/1900 MHz,China,
172,1914/SPRHU/BBPPT/XI/09,2009-11-23,2009-11-24,1733,PT. Radio Lizbeth,Pemancar Radio Siaran,R.V.R. Electonics S.p.A / VJ 2000,Italy,
173,1918/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1769,PT. Aneka Spring Telekomindo,Ethernet Switch,Brocade / Ethernet Router/Switch / Netlron CES 2024C,United States,
174,1919/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1783,PT. Prolink Intidata Nusantara,Wireless Router,Prolink / 3.75G Wireless HSPA Router/PWH2004,Taiwan,
175,1920/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1785,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S400 (13G),China,
176,1921/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1788,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S400 (23G),China,
177,1922/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1789,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S400 (15G),China,
178,1924/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1810,PT. Aneka Spring Telekomindo,Ethernet Switch,Brocade / Ethernet Router/Multi-Service Switch / Netlron MLX-4,United States,
179,1925/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1825,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave / ZXMW PR10 S500 (23G),China,
180,1926/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1827,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave / ZXMW PR10 S500 (15G),China,
181,1927/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1696,"PT. Aneka Sakti Bakti, (PT. ASABA)",Facsimile,Develop / FK-502,Japan,
182,1928/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1839,PT. Versakom Indonesia,Handy Talkie,"YAESU / Ultra Compact 2m/70Cm Dial Band Handheld / VX-3R/E*,Freq.144-430 MHz",Japan,
183,1929/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1861,PT. Minoka Siskom Sejahtera,Two Way Radio,"HQT / TH-2000 (U5), Freq. 350-390 MHz",China,
184,1930/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1896,CV. Hargane Indo Prima,PESAWAT TELEPON SELULAR,BELLWAY / BW 88,China,
185,1931/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1897,PT. Golden Teleshop,Pesawat Telepon Selular,GT Mobile / GT-28i,China,
186,1932/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1898,PT. Datascrip,PRINTER MULTIFUNGSI,CANON / PIXMA MP996,Thailand,
187,1933/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1893,PT. Adaro Indonesia,Antenna Omni 5dBi (2.4 GHz),Pacsat / OMN1005,Australia,
188,1934/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1900,PT. Metrotech Jaya Komunika,Pesawat Telepon Selular,NEXIAN / Dual GSM / NX-G901,China,
189,1935/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1901,PT. Aries Indo Global,Pesawat Telepon Selular,CROSS / CB 91(Dual SIM),China,
190,1936/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1902,CV. Kota Tombo Makmur,Pesawat Telepon Selular,H2O / V68/GSM 900/1800 MHz,China,
191,1937/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1911,PT. Metrotech Jaya Komunika,Pesawat Telepon Selular,NEXIAN / Dual GSM / NX-G912,China,
192,1938/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1912,PT. Metrotech Jaya Komunika,Pesawat Telepon Selular,NEXIAN / NX-T781,China,
193,1939/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1921,PT. ZTE Indonesia,ANTENNA,MOBI / TRIPLE SIX PORT ELECTICAL DOWN TILT ANTENNA/T033933003,China,
194,1940/SPRHU/BBPPT/XI/09,2009-11-25,2009-11-26,1892,PT. ZTE Indonesia,Pesawat Telepon Selular,ZTE / ZTE-G S319,China,
195,1941/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-26,1786,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S400 (18G),China,
196,1942/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-26,1787,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S400 (7G),China,
197,1943/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-26,1790,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S400 (8G),China,
198,1944/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-26,1793,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S500 (7G),China,
199,1945/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-26,1826,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave / ZXMW PR10 S500 (18G),China,
200,1946/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-26,1913,PT. Mentari Agung Mandiri,Pesawat Telepon Selular,SUN PHONE / SP-8900,China,
201,1947/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1764,PT. ComWorks Indonesia,Pesawat Telepon Selular,eTOUCH / TD180,China,
202,1948/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1840,PT. Konten Indomedia Pratama,Pesawat Telepon Selular,IMO / B8900 (GSM/1800 MHz),China,
203,1949/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1843,PT. Duta Sarana Sukses,Pesawat Telepon Selular,VODASTAR / Dual SIM GSM-GSM / V229,China,
204,1950/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1914,PT. Duta Sarana Sukses,PESAWAT TELEPON SELULAR,GSTAR / 889i,China,
205,1951/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1915,CV. Havana,Pesawat Telepon Selular,Yapin / C9900,Indonesia,
206,1952/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1919,PT. Sarindo Putra Persada,Pesawat Telepon Selular,Huawei / G6600,China,
207,1953/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1920,PT. Inti Gemilang Anugerah,Pesawat Telepon Selular,VX / 380G,China,
208,1954/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1922,PT. Sarindo Putra Persada,Pesawat Telepon Selular,Huawei / U9130,China,
209,1955/SPRHU/BBPPT/XI/09,2009-11-26,2009-11-30,1924,PT. Sinar Jaya Sukses Mandiri,Pesawat Telepon Selular,HT MOBILE / M 11,China,
1,1956/SPRHU/BBPPT/XI/09,2009-11-30,02-Dec-09,1791,PT. ZTE Indonesia,Radio Digital Microwave,ZTE / PDH Family of Digital Microwave /ZXMW PR10 S500 (8G),China,
2,1957/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1667,PT. Damai Sejati,IP PHONE,PANASONIC / KX-GHT100CE,Malaysia,
3,1958/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1815,PT. Hewlett-Packard Indonesia,Wireless LAN,hp / HP 802.11 b/g/n WLAN / SDGOB-0991,China,
4,1959/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1816,PT. Hewlett-Packard Indonesia,Wireless LAN,hp / Procurve M111 Access Point / MRLBB-0905,China,
5,1960/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1855,CV. International Trading Co.,Wireless Mouse,Genius / ScrollToo 700,China,
6,1961/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1874,Mitsubishi Electric Corporation Himeji Works,Pesawat Daya Rendah,Mazda Motor Corporation / Normal Keyless System / SKE125-01,Japan,
7,1962/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1879,PT. Hewlett-Packard Indonesia,Pesawat Daya Rendah,hp / HP Wireless Mouse / FHA-3510,China,
8,1963/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1956,PT. Aneka Total Solusindo,Mesin Multifungsi,Muratec / MFX-2725,China,
9,1964/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1957,PT. Aneka Total Solusindo,Mesin Multifungsi,Muratec / MFX-2200,China,
10,1965/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1958,PT. Aneka Total Solusindo,Mesin Multifungsi,Muratec / MFX-1950,China,
11,1966/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1960,PT. Multi Adiprakarsa Manunggal,MESIN EDC,INGENICO / iCT220,China,
12,1967/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1961,PT. Multi Adiprakarsa Manunggal,MESIN EDC,INGENICO / iCT220,Tunisia,
13,1968/SPRHU/BBPPT/XI/09,2009-11-30,2-Dec-09,1962,"PT. Astra Graphia, Tbk.",Mesin Multifungsi,Fuji Xerox / DocuCentre-IV C3370,China,
14,1969/SPRHU/BBPPT/XI/09,02-Dec-09,03-Dec-09,1811,"Apple South Asia Pte, Ltd.",Wireless Mouse,Apple / Magic Mouse / A1296,China,
15,1970/SPRHU/BBPPT/XI/09,02-Dec-09,03-Dec-09,1812,"Apple South Asia Pte, Ltd.",Wireless Keyboard,Apple / A1314,China,
16,1971/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1726,PT. Mediacitra Indostar,Satellite Modulator,Tandberg / SM 6620,United Kingdom,
17,1972/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1821,PT. Huawei Tech Investment,Modem Selular,HUAWEI / HSPA + USB Slider/ E1820,China,
18,1973/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1835,PT. Subur Semesta,MODEM SELULAR,HUAWEI / HSDPA USB Modem / K3520,China,
19,1974/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1836,PT. Subur Semesta,MODEM SELULAR,HUAWEI / HSDPA USB Modem / E169,China,
20,1975/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1864,PT. Tri Satkom Mandiri,C-Band Amplifier,CPI / Traveling Wave Tube Amplifier 750W / VZC 6967AM,Canada,
21,1976/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1925,PT. Sinar Jaya Sukses Mandiri,PESAWAT TELEPON SELULAR,HT MOBILE / G 10,China,
22,1977/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1926,PT. Sinar Jaya Sukses Mandiri,PESAWAT TELEPON SELULAR,HT MOBILE / M 30,China,
23,1978/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1929,PT. Cakrawala Visitama Owenindo,PESAWAT TELEPON SELULAR,CAVIO / CAV-999,China,
24,1979/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1938,PT. Vagus Multi Technology,Pesawat Telepon Selular,Lexus / L61,China,
25,1980/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1939,PT. Cahya Indolestari,Pesawat Telepon Selular,CSL / Blueberry-@9250/Dual GSM,China,
26,1981/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1943,PT. ComWorks Indonesia,Pesawat Telepon Selular,eTOUCH / D56,China,
27,1982/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1944,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,Samsung / GT-B5722,China,
28,1983/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1803,PT. Infracom Telesarana,1.8m FIBRE ANTENNA,ANDREW / 180TX,United States,
29,1984/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1854,CV. International Trading Co.,Modem Selular,HUAWEI / E1550,China,
30,1985/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1950,PT. Nokia Indonesia,Pesawat Telepon Selular,Nokia / 2690 / RM-635 (GSM 850/900/1800/1900+Bluetooth),India,
31,1986/SPRHU/BBPPT/XI/09,03-Dec-09,04-Dec-09,1955,PT. Konten Indomedia Pratama,Pesawat Telepon Selular,IMO / B369i (GSM900/1800 MHz or 850/1900 MHz),China,
32,1987/SPRHU/BBPPT/XI/09,03-Dec-09,7-Dec-09,1834,PT. Subur Semesta,MODEM SELULAR,HUAWEI / HSDPA  USB Modem / K3565,China,
33,1988/SPRHU/BBPPT/XI/09,03-Dec-09,7-Dec-09,1883,PT. Haier Telecom Indonesia,Modem Selular,Olive / USB Stick Modem / CM200 (800 MHz),China,
34,1989/SPRHU/BBPPT/XI/09,03-Dec-09,7-Dec-09,1941,PT. Cahya Indolestari,Pesawat Telepon Selular,CSL / Blueberry-i9000/Dual GSM,China,
35,1990/SPRHU/BBPPT/XI/09,03-Dec-09,7-Dec-09,1945,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,Samsung / GT-S5560,China,
36,1991/SPRHU/BBPPT/XI/09,03-Dec-09,7-Dec-09,1952,PT. Nokia Indonesia,Pesawat Telepon Selular,"Nokia / 6700s/RM-576 (GSM850/900/1800/1900, WCDMA900/1900/2100)",China,
37,1992/SPRHU/BBPPT/XII/09,21-Dec-09,23-Dec-09,1940,PT. Cahya Indolestari,Pesawat Telepon Selular,CSL / Blueberry-@8250/Dual GSM-CDMA,China,
38,1993/SPRHU/BBPPT/XII/09,04-Dec-09,7-Dec-09,1927,PT. Metrotech Jaya Komunika,Wireless LAN,NEXIAN / ROUTER W-LAN / RE251,China,
39,1994/SPRHU/BBPPT/XII/09,04-Dec-09,7-Dec-09,1928,PT. Metrotech Jaya Komunika,Pesawat Telepon Selular,NEXIAN / C951,China,
40,1995/SPRHU/BBPPT/XII/09,04-Dec-09,7-Dec-09,1908,"PT. Adhi Karya (Persero) Tbk,",Analog Phone,"Alcatel / Indor, Desk or Wall Mount / EX29410-A (Temporis 10)",China,
41,1996/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1858,"D-Link International Pte., Ltd.",Wireless LAN,D-Link / Xtreme N Gigabait Router / DIR-825,China,
42,1997/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1859,"D-Link International Pte., Ltd.",Wireless LAN,D-Link / Wireless N Access Point / DAP-1360,China,
43,1998/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1862,PT. SFI Technology,Bluetooth,Micropack / Mouse Bluetooth/MPY88B,China,
44,1999/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1871,"D-Link International Pte., Ltd.",Wireless LAN,D-Link / Xtreme N Storage Router / DIR-685,Taiwan,
45,2000/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1873,"Visteon Japan, Ltd.",Pesawat Daya Rendah,Visteon / Bulglar Alarm Set / VP9BQF-6230A/VP9BQF-19C046-A,Japan,
46,2001/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1877,Denso Corporation,Pesawat Daya Rendah,DENSO / Remote Keyless Entry System (Transmitter) / 12BDG,Japan,
47,2002/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1880,PT. Hewlett-Packard Indonesia,Pesawat Daya Rendah,hp / HP Wireless Mouse / FHA-3410,China,
48,2003/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1910,PT. Teleakses Solusindo,PABX ISDN,SANGOMA / 4 Port FXO Analog Card / A20002E,Singapore,
49,2004/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1942,PT. Satria Tecnutama Nusantara,PESAWAT TELEPON SELULAR,SAEBO / A882,China,
50,2005/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1949,PT. Nokia Indonesia,Pesawat Telepon Selular,Nokia / 1506/RH-128,China,
51,2006/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1965,PT. Samart I-Mobile Indonesia,Pesawat Telepon Selular,I-Mobile / 658,Thailand,
52,2007/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1971,PT. Konten Indomedia Pratama,Pesawat Telepon Selular,IMO / B720 (GSM 850/900/1800/1900 MHz),China,
53,2008/SPRHU/BBPPT/XII/09,08-Dec-09,10-Dec-09,1972,PT. Konten Indomedia Pratama,Pesawat Telepon Selular,IMO / B9100 (GSM 850/900/1800/1900 MHz),China,
