id,nomor_memo_dinas,tahun_masuk,bulan_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
S11655,0222/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3434(2012),"Hewlett-Packard Indonesia, PT.",Printer Multi Fungsi,hp / HP Laserjet Enterprise 700 Color MFP M775z (BOISB-0805-02),HP,Tiongkok, 
S11656,0223/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3438(2012),PT. Nexco Jaya,Pesawat Telepon Selular,MMC Mobile / C88,MMC MOBILE,Tiongkok, 
S11657,0224/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3460(2012),"Juniper Networks, Inc.",Internet Router,Juniper Networks / MX10,JUNIPER NETWORKS,Tiongkok, 
S11658,0225/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3461(2012),"Juniper Networks, Inc.",Internet Router,Juniper Networks / MX5,JUNIPER NETWORKS,Tiongkok, 
S11659,0226/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,7,"Juniper Networks, Inc.",Internet Router,Juniper Networks / MX40,JUNIPER NETWORKS,Tiongkok, 
S11660,0227/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,50,"Supertone, PT.",Pesawat Telepon Selular,SPC / S7,SPC,Tiongkok, 
S11661,0228/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,75,Asustek Computer Inc.,ASUS MeMO Pad,ASUS / K001,ASUS,Tiongkok, 
S11662,0229/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,2942(2012),"General Utama Expresindo, PT.",Pesawat Telepon Selular,GALAXY / GX901,GALAXY,Tiongkok, 
S11663,0230/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3093(2012),"Motorola Solutions, Inc.",Mobile Computer,Motorola / MC4597,MOTOROLA,Tiongkok, 
S11664,0231/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3120(2012),PT. Rohde & Schwarz Indonesia,Pemancar Televisi Siaran,Rohde & Schwarz / SCV8202,ROHDE & SCHWARZ,Jerman, 
S11665,0232/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3254(2012),PT. Infokom Internusa,Fiber Optical Mux,Loop / O9330,LOOP,Taiwan, 
S11666,0233/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3255(2012),PT. Infokom Internusa,SDH Multiplexer,Loop / O9400,LOOP,Taiwan, 
S11667,0234/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3320(2012),"Vizta Telesindo Prakarsa, PT.",Pesawat Telepon Selular,Xevian / A-2,XEVIAN,Tiongkok, 
S11668,0235/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3324(2012),"Sentra Primer Solusindo,PT",Pesawat Telepon Selular,Movi / C11,MOVI,Tiongkok, 
S11669,0236/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3368(2012),"Q Free, PT",RSE650,Q Free / RSE650,Q FREE,Norway, 
S11670,0237/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3369(2012),"Q Free, PT",Handheld,Q Free / MD5859,Q FREE,Norway, 
S11671,0238/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3370(2012),"Q Free, PT",OBU610,Q Free / OBU610,Q FREE,Norway, 
S11672,0239/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3430(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,MITO / A90,MITO,Tiongkok, 
S11673,0240/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,3457(2012),"Noah Arkindo, PT.",Mobile Printer,Zebra / MZ320,ZEBRA,Tiongkok, 
S11674,0241/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,20,CV. International Trading Co.,Personal Access Networks (PAN),"MyPad / My803 Android Tablet 8""",MYPAD,Tiongkok, 
S11675,0242/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,23,"Dwi Utama Perkasa, PT.",TABLET PC,MAXTRON / M8,MAXTRON,Tiongkok, 
S11676,0243/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,24,"Dwi Utama Perkasa, PT.",TABLET PC,MAXTRON / M7,MAXTRON,Tiongkok, 
S11677,0244/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,57,"Nokia Indonesia, PT.",Telepon Selular,Nokia / 310/RM-911,NOKIA,Tiongkok, 
S11678,0245/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,118,"Hewlett-Packard Indonesia, PT.",Monochrome Multi-Function Printer,hp / HP Officejet Pro 3620 e_AiO Printer (SNPRH-1105),HP,Tiongkok, 
S11679,0246/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-22,2013-01-23,119,"Cisco Systems Indonesia, PT.",Cisco RV042G Dual Gigabit WAN VPN Router,Cisco / RV042G,CISCO,Taiwan, 
S11680,0247/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,3234(2012),"Brother International Sales Indonesia, PT.",Printer Multi Fungsi,Brother / HL-3170CDW,BROTHER,Tiongkok, 
S11681,0248/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,3389(2012),"Avanta Jaya Mandiri, PT.",Telepon Selular,KINGBERRY / C7,KINGBERRY,Tiongkok, 
S11682,0249/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,81,"Ilufa Electronic Indonesia, CV.",Pesawat Telepon Selular,Myfon / Droid W,MYFON,Tiongkok, 
S11683,0250/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,99,"Metrotech Jaya Komunika ndonesia, PT.",Pesawat Telepon Selular,NEXIAN / M5011,NEXIAN,Tiongkok, 
S11684,0251/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,106,"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / 120,MITO,Tiongkok, 
S11685,0252/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,110,"Venus Inti Jaya, PT.",Pesawat Telepon Selular,Efioo / EF-CT8120,EFIOO,Tiongkok, 
S11686,0253/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,111,"Supertone, PT.",Pesawat Telepon Selular,SPC / C12,SPC,Tiongkok, 
S11687,0254/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,127,"Ace Hardware Indonesia, PT.",Telepon,Krisbow / SKH-327,KRISBOW,Tiongkok, 
S11688,0255/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,3291 (2012),"LG Electronics Indonesia, PT.",Wi-Fi Dongle,LG / AN-WF100,LG,Tiongkok, 
S11689,0256/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,38,"Panca Berkat Sejahtera, PT.",Alarm Mobile,Kicx / KC-772,KICX,Tiongkok, 
S11690,0257/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,40,"E-Lead Electronic CO., LTD.","7"" Audio/Video/Navigation System",E-LEAD / EL-817C-HA01,E-LEAD,Thailand, 
S11691,0258/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,59,Fujitsu Ten Limited,Car Navigation System with Bluetooth,Toyota / FT0033A,TOYOTA,Jepang, 
S11692,0259/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,60,"Huawei Tech Investment, PT.",3G UMTS Handset,Huawei / U8685D (Huawei Ascend Y210),HUAWEI,Tiongkok, 
S11693,0260/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-23,2013-01-25,136,"Hewlett-Packard Indonesia, PT.",Printer Multi Fungsi,hp / HP Laserjet Enterprise 700 Color MFP M775z+ (BOISB-0805-02),HP,Tiongkok, 
S11694,0261/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-25,2013-01-25,3266(2012),PT. Perdana Jatiputra,Fax Kit,Konica Minolta / FK-511,KONICA MINOLTA,Tiongkok, 
S11695,0262/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-25,2013-01-25,3270(2012),"Aries Indo Global, PT.",Telepon Selular,Cross / A27,CROSS,Tiongkok, 
S11696,0263/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-25,2013-01-25,3451(2012),"Weifang Geortek Technology Co,- Ltd",Touch Pen,Panasonic / TY-TP10W,PANASONIC,Tiongkok, 
S11697,0264/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-25,2013-01-25,91,"LG Electronics, Inc.",Interactive Pen,LG / AN-IP100,LG,Korea Selatan, 
S11698,0265/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-25,2013-01-25,100,"Metrotech Jaya Komunika ndonesia, PT.",Pesawat Telepon Selular,Nexian / Mi240,NEXIAN,Tiongkok, 
S11699,0266/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-25,2013-01-25,109,"Aries Indo Global, PT.",Pesawat Telepon Selular,Cross / A29,CROSS,Tiongkok, 
S11700,0267/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,2681(2011),"Dua Rajawali, PT.",PESAWAT TELEPON SELULAR,PIXCOM / PGM 391,PIXCOM,Tiongkok, 
S11701,0268/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,3133(2012),"ACER INDONESIA, PT.",Personal Access Network (PAN),Acer / Iconia Tab W511,ACER,Tiongkok, 
S11702,0269/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,3276(2012),"ZTE Indonesia, PT.",GPON ONT,ZTE / ZXHN F668,ZTE,Tiongkok, 
S11703,0270/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,3361(2012),"Aneka Spring Telekomindo, PT.",Modem Satelit,iDirect / Evolution X1,IDIRECT,Malaysia, 
S11704,0271/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,3,"Primacom Interbuana, PT.",Block Up Converter (BUC),Amplus / AM-9335 Std C BUC 5W-25W,AMPLUS,Singapore, 
S11705,0272/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,97,CV. International Trading Co.,Personal Access Network,"MyPad / My723 Android Tablet 7""",MYPAD,Tiongkok, 
S11706,0273/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,114,Sony Mobile Communications AB,Pesawat Telepon Selular,Sony / Sony Xperia ZL C6502,SONY,Tiongkok, 
S11707,0274/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,140,"Vizta Telesindo Prakarsa, PT.",Pesawat Telepon Selular,Xevian / PX-500,XEVIAN,Tiongkok, 
S11708,0275/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,2964(2012),"Dua Rajawali, PT.",PONSEL DUAL GSM (900/1800 MHz),SKY CALL / S800,SKY CALL,Tiongkok, 
S11709,0276/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,22,"Dwi Utama Perkasa, PT.",Pesawat Telepon Selular,Maxtron / C5,MAXTRON,Tiongkok, 
S11710,0277/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,43,"Huawei Tech Investment, PT.",Antenna,Agisson / DX-1710-2200-18i-3F,AGISSON,Tiongkok, 
S11711,0278/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,44,"Huawei Tech Investment, PT.",Antenna,Agisson / DX-1710-2200/1710-2200-65/65-18i18i-M/M,AGISSON,Tiongkok, 
S11712,0279/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,45,"Huawei Tech Investment, PT.",Antenna,"Agisson / DX-1710-2200-65-19,5i-M",AGISSON,Tiongkok, 
S11713,0280/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,46,"Huawei Tech Investment, PT.",Antenna,Agisson / DX-1710-2200-65-18i-M,AGISSON,Tiongkok, 
S11714,0281/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,47,"Huawei Tech Investment, PT.",Antenna,Agisson / DX-1710-2200-65-18i-0F,AGISSON,Tiongkok, 
S11715,0282/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,48,"Huawei Tech Investment, PT.",Antenna,"Agisson / DXX-1710-2200/1710-2200-65/65-19,5i/19,5i-M/M",AGISSON,Tiongkok, 
S11716,0283/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,61,"Nusapro Telemedia Persada, PT.","Antenna High Gain Sector 2,4 GHz, 15dBi",airMAX / AM-2G15,AIRMAX,Tiongkok, 
S11717,0284/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,79,"Venus Inti Jaya, PT.",Pesawat Telepon Selular,Efioo / EF-C8300,EFIOO,Tiongkok, 
S11718,0285/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,101,"Dwi Utama Perkasa, PT.",Pesawat Telepon Selular,Maxtron / Mini,MAXTRON,Tiongkok, 
S11719,0286/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,143,"Megah Abadi Sakti, PT.",Telepon Selular,Sunberry / C-01,SUNBERRY,Tiongkok, 
S11720,0287/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-28,2013-01-29,146,"Aries Indo Global, PT.",Pesawat Telepon Selular,CROSS / Q3,CROSS,Tiongkok, 
S11721,0288/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,21,"D-Link International Pte., Ltd.","Cloud Cam, Wireless N 360° Home Network Camera",D-Link / DCS-6010L,D-LINK,Taiwan, 
S11722,0289/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,49,Nikon Corporation,Digital Camera,Nikon / COOLPIX S6500,NIKON,Tiongkok, 
S11723,0290/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,84,"D-Link International Pte., Ltd.",Wireless N Nano USB Adapter,D-Link / DWA-131,D-LINK,Tiongkok, 
S11724,0291/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,86,"Asia Samudera, PT",Speaker Aktif Dilengkapi Bluetooth,Dazumba / DZ9930,DAZUMBA,Tiongkok, 
S11725,0292/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,89,"Bhakti Sentosa Raya, PT.",Bluetooth Wireless Headphone,Simbadda / S801,SIMBADDA,Tiongkok, 
S11726,0293/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,90,"Bhakti Sentosa Raya, PT.",Active Multimedia Subwoofer System,Simbadda / CST3500N,SIMBADDA,Tiongkok, 
S11727,0294/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,147,"Aries Indo Global, PT.",Pesawat Telepon Selular,Cross / V12,CROSS,Tiongkok, 
S11728,0295/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,155,"Trisakti Universal, PT.",Pesawat Telepon Selular,Blackfox / A3,BLACKFOX,Tiongkok, 
S11729,0296/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,3128(2012),"ZTE Indonesia, PT.",Video Conferencing Server,ZTE / ZXV10 M900,ZTE,Tiongkok, 
S11730,0297/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,3198(2012),"ZTE Indonesia, PT.",Video Conferencing Terminal,ZTE / ZXV10 T700,ZTE,Tiongkok, 
S11731,0298/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,122,"LG Electronics, Inc.",Magic Remote,LG Electronics Inc. / ANMR400H,LG ELECTRONICS INC.,Korea Selatan, 
S11732,0299/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,123,"LG Electronics, Inc.",Magic Remote,LG Electronics Inc. / ANMR400P,LG ELECTRONICS INC.,Korea Selatan, 
S11733,0300/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,169,Universal Electronics Inc.,JPN Panasonic Viera Touch Pad BT Remote,Panasonic / 060-2284,PANASONIC,Tiongkok, 
S11734,0301/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-29,2013-01-30,185,"Jebsen & Jessen Communications Indonesia, PT.",Mobile Computer,Honeywell / MX8,HONEYWELL,Tiongkok, 
S11735,0302/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,2988(2012),"Dua Rajawali, PT.",PONSEL DUAL GSM (900/1800 MHz),SKY CALL / S700,SKY CALL,Tiongkok, 
S11736,0303/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,34,"Panca Berkat Sejahtera, PT.",DVD Bluetooth,Rockgate / DVT-8664,ROCKGATE,Tiongkok, 
S11737,0304/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,35,"Panca Berkat Sejahtera, PT.",DVD Bluetooth,Rockgate / DVT-6030,ROCKGATE,Tiongkok, 
S11738,0305/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,36,"Panca Berkat Sejahtera, PT.",DVD Bluetooth,Rockgate / DVT8667,ROCKGATE,Tiongkok, 
S11739,0306/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,37,"Panca Berkat Sejahtera, PT.",DVD Bluetooth,Rockgate / DVT6090,ROCKGATE,Tiongkok, 
S11740,0307/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,70,"Dwi Utama Perkasa, PT.",Tablet PC,Maxtron / M9,MAXTRON,Tiongkok, 
S11741,0308/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,87,"Asia Samudera, PT",Speaker Aktif Dilengkapi Bluetooth,Dazumba / DZ7500,DAZUMBA,Tiongkok, 
S11742,0309/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-30,88,"Asia Samudera, PT",Speaker Aktif Dilengkapi Bluetooth,Dazumba / DZ9960,DAZUMBA,Tiongkok, 
S11743,0310/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,112,"Cipta Niaga Persada, PT.",Speaker Bluetooth Audio,Music / SP-K168,MUSIC,Tiongkok, 
S11744,0311/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,116,"Cipta Niaga Persada, PT.",Bluetooth Speaker,Power Up / B 02,POWER UP,Tiongkok, 
S11745,0312/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,117,"Cipta Niaga Persada, PT.",Keyboard iPad,"Rapid / Bluetooth Keyboard for iPad/Bluetooth 3,0",RAPID,Tiongkok, 
S11746,0313/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,134,SONY CORPORATION,AV Center,SONY / XAV-64BT,SONY,Thailand, 
S11747,0314/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,2645,Panasonic Corporation,Electronic Pen Adapter,Panasonic / SSR-RFNANO,PANASONIC,Tiongkok, 
S11748,0315/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,95,"Megah Surya Persada, PT.",Transmitter,SkyWave / IDP-690,SKYWAVE,United Kingdom, 
S11749,0316/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,108,"Samsung Electronics Indonesia, PT.","Air Conditioner with Wifi 802,11 bgn",Samsung / AR10FVSEDUUNEA,SAMSUNG,Thailand, 
S11750,0317/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,120,BURY GmbH & Co KG,BT Handset with Cradle,Bury / Bluetooth Handset Fond (BTHF),BURY,Jerman, 
S11751,0318/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,144,"Asusindo Servistama, PT.",Bluetooth Wireless keyboard,ASUS / Transboard,ASUS,Tiongkok, 
S11752,0319/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,162,Toho Technology Corporation,SS Wireless Transmission Device,Air Code / AC2409NF,AIR CODE,Jepang, 
S11753,0320/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-30,2013-01-31,163,Toho Technology Corporation,SS Wireless Transmission Device,AIr Code / AC2409D,AIR CODE,Jepang, 
S11754,0321/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-31,2013-02-05,3205(2012),"Zhou International, PT.",Selular Phone Triple Band GSM,ASIAFONE / ASIADROID AF79,ASIAFONE,Tiongkok, 
S11755,0322/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-31,2013-02-05,5,"Arga Mas Lestari, PT.",Tablet PC,Advan / Vandroid E1-A,ADVAN,Tiongkok, 
S11756,0323/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-31,2013-02-05,98,Media Tek Inc,"802,11 b/g/n 1T1R Combo Card",MediaTek / MT7630E,MEDIATEK,Taiwan, 
S11757,0324/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-31,2013-02-05,156,"Trisakti Universal, PT.",Pesawat Telepon Selular,Blackfox / A4,BLACKFOX,Tiongkok, 
S11758,0325/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-31,2013-02-05,178,PT. Oaktech Nusantara,Pesawat Telepon Selular,Ecom Instruments / Intrinsically Safe Mobile Phone / Ex Handy 07,ECOM INSTRUMENTS,Jerman, 
S11759,0326/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-31,2013-02-05,184,"Trisakti Universal, PT.",Pesawat Telepon Selular,Blackfox / A1,BLACKFOX,Tiongkok, 
S11760,0327/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-31,2013-02-05,186,"V2 INDONESIA, PT.",Mobile Projector,Elmo / BOXI /MP-350,ELMO,Jepang, 
S11761,0328/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,3408(2012),"Polycom, Inc.",Video Conferencing Product,Polycom / HDX8000,POLYCOM,Thailand, 
S11762,0329/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,3409(2012),"Polycom, Inc.",Video Conferencing Product,Polycom / HDX7000,POLYCOM,Thailand, 
S11763,0330/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,3419(2012),"Dwi Utama Perkasa, PT.",Tablet PC,Maxtron / M6,MAXTRON,Tiongkok, 
S11764,0331/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,3463(2012),"FUGRO INDONESIA, PT.",AIS TRANSPONDER,AIS CARBON PRO / Class A AIS Transponder,AIS CARBON PRO,Hungary, 
S11765,0332/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,3464(2012),"FUGRO INDONESIA, PT.",AIS TRANSPONDER,AIS CTRX / Class B AIS Transponder,AIS CTRX,Swedia, 
S11766,0333/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,73,Hewlett-Packard Company,"2x2 802,11a/b/g/n-BT Combo SDIO Module",hp / HSTNN-QR03,HP,Tiongkok, 
S11767,0334/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,83,GARMIN Corporation,GPS,GARMIN / GPSMAP 62sc,GARMIN,Taiwan, 
S11768,0335/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,104,"Buana Selaras Globalindo, PT.",Tripleband Repeater GSM/DCS/WCDMA,Global Wave / GW-TB-GDW-20,GLOBAL WAVE,Tiongkok, 
S11769,0336/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,115,Sony Mobile Communications AB,Pesawat Telepon Selular,Sony / Sony Xperia Z C6602,SONY,Tiongkok, 
S11770,0337/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,124,"Aviat Networks Indonesia, PT.",Antenna,"Andrew / WEHP4071W-D3A/A (7,125 - 8,500 GHz)",ANDREW,Amerika Serikat, 
S11771,0338/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,130,"High Tech Computer Indonesia, PT.",Pesawat Telepon Selular,hTC / hTC One SC T528d,HTC,Tiongkok, 
S11772,0339/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,133,"High Tech Computer Indonesia, PT.",Pesawat Telepon Selular,hTC / hTC One SC T528d,HTC,Taiwan, 
S11773,0340/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,142,"Wahana Data Elektronik, CV.",FM Modulator,V-Flover / VFM-001,V-FLOVER,Tiongkok, 
S11774,0341/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,151,Beats Electronics LLC,Portable Stereo Sound System,Beats by Rd.Dre / Pill,BEATS BY RD.DRE,Amerika Serikat, 
S11775,0342/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-01,2013-02-06,164,"ACER INDONESIA, PT.",Personal Access Network,Acer / Iconia Tab W510P,ACER,Tiongkok, 
S11776,0343/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,3323(2012),"Aries Indo Global, PT.",Telepon Selular,Cross / F9,CROSS,Tiongkok, 
S11777,0344/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,3416(2012),"Gvon Nusantara, PT.",Pesawat Telepon Selular,Gvon / Gvon 332-GSM-GSM-900/1800 MHz,GVON,Tiongkok, 
S11778,0345/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,3458(2012),PT. Alcatel-Lucent Indonesia,Telephone,Alcatel-Lucent / 400 DECT Handset,ALCATEL-LUCENT,Tiongkok, 
S11779,0346/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,51,"Netpoleon Indonesia, PT.",IP Telephone,Avaya / 9630G,AVAYA,Tiongkok, 
S11780,0347/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,55,"Netpoleon Indonesia, PT.",IP Telephone,Avaya / 9620C,AVAYA,Tiongkok, 
S11781,0348/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-07,92,"Samsung Electronics Indonesia, PT.",Book Cover Keyboard,SAMSUNG / AA-BK0NWBG,SAMSUNG,Tiongkok, 
S11782,0349/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,93,"LG Electronics, Inc.",Interactive Dongle,LG / AN-IP100D,LG,Korea Selatan, 
S11783,0350/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,102,"ZTE Indonesia, PT.",Switch,ZTE / ZXR10 2928E,ZTE,Tiongkok, 
S11784,0351/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,103,"ZTE Indonesia, PT.",Switch,ZTE / ZXR10 2952E,ZTE,Tiongkok, 
S11785,0352/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,131,"High Tech Computer Indonesia, PT.",Pesawat Telepon Selular,hTC / HTC 801e,HTC,Taiwan, 
S11786,0353/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,132,"High Tech Computer Indonesia, PT.",Pesawat Telepon Selular,hTC / HTC 801e,HTC,Tiongkok, 
S11787,0354/SPRHU/BBPPT/II/2013,2013,Februari,2013-02-04,2013-02-06,137,"Maju Express Indonesia, PT.",Pesawat Telepon Selular,MITO / A50,MITO,Tiongkok, 
